Molecule ChEMBL ID,AlogP,Smiles
CHEMBL1541207,2.68,O=C(NCCNc1cc(Cl)ccc1[N+](=O)[O-])c1ccco1
CHEMBL1423810,3.29,CCN(CC)c1ccc2c(Cl)cc(=O)oc2c1
CHEMBL1532189,3.24,CCc1cc2c3c(c(=O)oc2cc1OC)CCCC3
CHEMBL1335052,3.82,Cc1cccc(-c2noc(-c3cc4ccccc4oc3=O)n2)c1
CHEMBL1519978,5.78,C=C(CC1(C(C)NP(=O)(c2ccccc2)c2ccccc2)CC1)c1ccccc1
CHEMBL1458801,2.2,CNC(=O)/C(C#N)=C/c1cn(CC(=O)NCc2ccco2)c2ccccc12
CHEMBL1375477,4.05,CCOC(=O)N1CCN(Cc2nc3cc(NC(=O)c4ccc([N+](=O)[O-])cc4)ccc3n2C(C)C)CC1
CHEMBL1498228,3.72,COc1ccc2nc(NC(=O)CCNC(=O)c3ccccc3Cl)sc2c1
CHEMBL1417515,0.68,CCCCn1c(N)c(Br)c(=O)[nH]c1=O
CHEMBL1576260,1.91,Cc1cc(C)c2c(N=NN3CCOCC3)[nH]nc2n1
CHEMBL3199642,4.08,COc1ccccc1N1CCN(/N=C/C(Cl)=C/c2ccccc2)CC1
CHEMBL1594951,3.24,Cc1ccc(C2C(C(=O)c3cc4ccccc4o3)=C(O)C(=O)N2CCN2CCOCC2)o1
CHEMBL932,-0.02,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
CHEMBL1319708,4.28,O=C(NCCc1csc(-c2ccc(F)cc2)n1)c1ccc(Br)o1
CHEMBL3189432,3.76,C/C(=N\OCC(=O)Nc1c(C)cc(C)cc1C)c1ccc2c(c1)OCCO2
CHEMBL1335843,3.67,Br.CC(=O)Nc1nc(C)c(-c2csc(Nc3ccccn3)n2)s1
CHEMBL501711,8.99,CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@@]2(CC=C(C)C)C(=O)[C@]1(C(=O)C(C)C)C(=O)C(CC=C(C)C)=C2O
CHEMBL1363550,4.14,Cc1ccc(OCC(=O)NC(=S)Nc2ccc3c4c(cccc24)CC3)cc1
CHEMBL3189900,5.38,COc1ccc2oc(=O)c(/C(C)=N/Nc3nc(-c4cc(C)ccc4C)cs3)cc2c1
CHEMBL1385574,3.62,Nc1nc(S)nc2nc(-c3ccccc3)c(-c3ccccc3)nc12
CHEMBL1533578,4.32,N#Cc1cnn2c(NC3CCCC3)c(-c3ccc(Br)cc3)[nH]c12
CHEMBL1581773,4.68,COc1cccc(/C(O)=C/c2nc3ccc(C(=O)NCCc4cccc(C)c4)cc3nc2O)c1
CHEMBL1533464,3.95,O=C(O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccoc2CC3)cc1
CHEMBL1966180,3.82,CN(C)c1cccc(/C=C(\C#N)c2ccccc2)c1
CHEMBL3212661,3.08,COc1ccc(/C=N/NC(=O)c2cccnc2)cc1Cn1nc([N+](=O)[O-])c(Br)c1C
CHEMBL1306028,2.66,COc1ccc(-n2nnnc2SCC(=O)c2ccc(OC)c(OC)c2)cc1
CHEMBL1434834,4.93,Cc1ccc(NC(=O)C2CCN(c3nn4cc(-c5ccc(C)cc5)nc4s3)CC2)cc1
CHEMBL1442873,3.74,CCCN1CCC2(CC1)C(C#N)=C(N)Oc1c2sc2nc(C)cc(C)c12
CHEMBL1985333,3.34,COc1ccc(C(=O)O/N=C(/C)c2cccs2)cc1
CHEMBL3189578,3.18,Cc1occc1C(=O)N/N=C/c1ccc(Br)s1
CHEMBL1593212,4.52,COc1cc(NC(=O)Cn2c(SCc3ccc(F)cc3)nc3cccnc32)cc(OC)c1
CHEMBL1304310,3.04,COC(=O)[C@H](CO)n1cc(-c2cc(C(=O)N3CCN(C(=O)OC(C)(C)C)CC3)cc(-c3cn([C@@H](Cc4c[nH]c5ccccc45)C(=O)OC)nn3)c2)nn1
CHEMBL1538009,2.55,O=C(c1ccc(N2CCCC2)c([N+](=O)[O-])c1)N1CCN(c2ccccn2)CC1
CHEMBL1341073,3.24,Nc1cccn2c(-c3ccc(Cl)cc3)cnc12
CHEMBL3193883,4.39,CC(/C=C(\O)c1cccnc1)=N\c1ccc(C)c(C)c1
CHEMBL3193959,3.79,Cc1ccc(/C=N/Nc2nc(C(C)(C)C)cs2)o1.Cl
CHEMBL1256646,2.73,Br.Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
CHEMBL1434035,4.64,CC(Nc1ncnc2c1cnn2-c1cccc(Cl)c1)c1ccccc1
CHEMBL1449779,2.35,Cc1ccc(/C(O)=C(/C([S-])=NCCN2CCOCC2)[n+]2ccccc2)cc1[N+](=O)[O-]
CHEMBL3194300,3.6,COc1ccc(Br)cc1/C=N/Nc1cccc(C(=O)O)c1
CHEMBL3214388,2.15,O=[N+]([O-])c1ccccc1/C=N/N1CCN(c2ccccn2)CC1
CHEMBL1425547,3.13,Cc1ccc2[nH]c(SCC(=O)N(CC(C)C)c3c(N)n(Cc4ccccc4)c(=O)[nH]c3=O)nc2c1
CHEMBL1305528,3.02,Cc1ccc2nc3c(O)n(CC(=O)NCCCN4CCN(c5ccc(F)cc5)CC4)ncc-3c2c1
CHEMBL358326,1.36,COC(=O)C1Cc2c([nH]c3ccccc23)CN1
CHEMBL1336404,1.86,CNc1oc(C)nc1S(=O)(=O)c1ccccc1
CHEMBL1320112,6.8,CCCCCC(=O)Nc1nc(C)c(-c2csc(Nc3cc(Cl)ccc3C)n2)s1
CHEMBL1411117,4.72,CCOc1ccc(C(=O)NCCc2csc(-c3cccc(F)c3)n2)cc1OCC
CHEMBL1459451,2.79,CC(NC(=O)COc1ncnc2cc([N+](=O)[O-])ccc12)c1ccccc1
CHEMBL1411348,5.41,Cc1ccc2oc(-c3cccc(NC(=O)c4ccc(Br)o4)c3)nc2c1
CHEMBL1595482,5.32,CC(C)CN(CC(C)C)c1nnc(NC(=O)Nc2cccc(C(F)(F)F)c2)s1
CHEMBL1459433,3.72,CC(=O)c1sc2nsc(SCCN3CCCCC3)c2c1N
CHEMBL1420573,2.04,CN1C=CC2=C(C#N)C(N)C(C#N)(C#N)C(c3ccccc3)C2C1
CHEMBL1567630,2.58,Cc1cc(N2CCOCC2)c2c(N)cc(C)c(C)c2n1
CHEMBL1422028,2.88,O=C(CCc1ccccc1)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1
CHEMBL1399964,3.37,CC(=O)Nc1ccc(NC(=O)COC(=O)CCc2nc3ccccc3s2)cc1
CHEMBL1459434,3.34,Cn1cccc1Cc1nnc(SCC(=O)NCc2ccco2)n1-c1ccc(F)cc1
CHEMBL1371805,2.86,COc1ccc2oc(C(=O)c3ccccc3)c(NC(=O)CN3CCN(C)CC3)c2c1
CHEMBL1451357,4.81,OCCNc1ncnc2c1c(-c1ccccc1)c(-c1ccccc1)n2Cc1ccco1
CHEMBL1342416,4.33,Oc1ccccc1-c1nnc(COc2ccc(Cl)cc2Cl)o1
CHEMBL1375217,3.5,Cc1ccc(O)c(C(=O)c2cnn(C(=O)COc3ccc(Cl)cc3)c2)c1
CHEMBL1436183,6.25,Cc1ccccc1NC(=O)c1c(NC(=O)C(C)Oc2cccc(Cl)c2)sc2c1CCCC2
CHEMBL1434654,5.79,Cc1oc(C)c2c(=O)cc(-c3ccc4c(c3)OCO4)cc(OC(=O)c3ccccc3Br)c12
CHEMBL1604958,3.43,COc1cc(OC)cc(C(=O)NC(=S)Nc2ccc(N3CCCC3)cc2)c1
CHEMBL1490620,2.82,Cn1c(C(=O)NCCN2CCc3ccccc3C2)cc2c(=O)n(C)c3ccccc3c21
CHEMBL1327521,5.1,Oc1ccc2ccccc2c1N=Nc1ccc(F)cc1
CHEMBL1490926,2.01,CCOC(=O)c1ccc(NC(=S)N2CCN(c3ccc(N4CCOCC4)nn3)CC2)cc1
CHEMBL1565916,3.63,COc1ccc(NC(=O)CSc2nc3c(c(=O)n2-c2ccccc2OC)SCC3)cc1
CHEMBL1527000,1.94,COc1cc(OC)c(NC(=O)/C=C/C(=O)O)cc1Cl
CHEMBL1604513,2.91,Cc1ccc(NC(=O)c2cc3nc(C)cc(C)n3n2)cc1
CHEMBL1198132,3.11,COc1cc2nc(Nc3ccc(F)cc3)nc(N)c2cc1OC
CHEMBL1396502,3.9,COc1cc(NC(=O)c2nc3ccccc3nc2N2CCCCC2)cc(OC)c1OC
CHEMBL1527056,3.63,CCOc1ccc(-c2nc(N)ncc2Oc2ccc(OC)cc2)c(O)c1
CHEMBL1396503,0.2,CCCS(=O)(=O)N1CCC(C(=O)NCCOC)CC1
CHEMBL1536876,5.61,CCc1ccc(N(CC)C(=O)c2ccc3c(Cl)c4c(nc3c2)CCC4)cc1
CHEMBL1555964,2.59,COc1ccc(NC(=O)Nc2ccc(OCC(=O)N3CCOCC3)cc2)cc1OC
CHEMBL3196221,5.17,Oc1c(/C=N/c2ccc(Oc3ccccc3)cc2)cnn1-c1cccc(Cl)n1
CHEMBL1553499,3.79,COc1ccccc1/C=C/c1nc(C#N)c(NCC(C)C)o1
CHEMBL1604718,4.1,O=C(Nc1ccc(N2CCCC2)c(Cl)c1)c1ccc([N+](=O)[O-])cc1
CHEMBL1575751,3.65,CCOC(=O)C(NC(=O)c1ccccc1Cl)(Nc1sc2c(c1C(N)=O)CCC2)C(F)(F)F
CHEMBL1594580,0.95,COc1ccc(S(=O)(=O)n2nc(OC(C)=O)cc2N(C(C)=O)C(C)=O)cc1
CHEMBL1409893,0.87,COc1ccc2c(c1)cc1n2CCN=C1NN.Cl.O
CHEMBL1458679,3.09,O=C(NC(C(=O)c1ccccc1)N1CCCCCC1)c1ccco1
CHEMBL1448892,5.9,COc1ccc(N(Cc2cccs2)C(=O)c2ccc(C(C)(C)C)cc2)cc1
CHEMBL1419870,3.47,c1ccc(-c2nc(-c3ccco3)cs2)nc1
CHEMBL1419873,4.37,CC(C)(C)OC(=O)NCc1ccc(NC(=O)c2[nH]cnc2C(=O)N[C@@H](Cc2ccccc2)C(=O)OC(C)(C)C)cc1
CHEMBL3196147,1.92,CC(=O)/N=c1\c(C#N)cc2c(=O)n3cccc(C)c3nc2n1Cc1ccco1
CHEMBL1566740,2.83,COc1ccc(N(C(=O)c2cccc([N+](=O)[O-])c2)S(=O)(=O)c2ccc3c(c2)n(C)c(=O)n3C)cc1
CHEMBL1575368,1.75,Cn1c(=O)n(C)c2cc([N+](=O)[O-])c(N3CCN(C(=O)c4ccccc4)CC3)cc21
CHEMBL34259,0.27,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
CHEMBL1329471,2.94,CC(=O)c1c(C)nc(-c2ccccc2)nc1S
CHEMBL3145107,3.44,O=c1cc(-c2ccccc2)[nH]n1-c1nc2ccccc2s1
CHEMBL1498141,4.34,Cc1ccc2[nH]c3c(c2c1)CN(C(=O)CN1c2ccc(F)cc2CCC1C)CC3
CHEMBL1566003,2.19,CCCCSc1nc2c(cnn2-c2ccccc2)c(=O)n1N
CHEMBL1419855,2.51,COc1ccc(C(=O)Nn2c(C)ccc2C)cc1OC
CHEMBL1410124,5.27,CCC(Nc1ccc(-c2nc(-c3cccnc3)no2)cc1[N+](=O)[O-])c1ccccc1
CHEMBL1438649,5.12,COc1cc(-c2nc3nc(C)cc(C)n3c2Nc2ccc(Cl)cc2)ccc1O
CHEMBL1328503,1.53,CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O
CHEMBL1339584,4.63,O=[N+]([O-])c1ccc(N2CCOCC2)cc1NC(c1ccccc1)c1ccccc1
CHEMBL1536915,4.74,O=C(c1cc(Br)c(Br)s1)N1CCN(C/C=C/c2ccccc2)CC1
CHEMBL1555942,3.7,Cc1ccc(NC(=O)c2cn(CCC#N)nc2-c2ccc3c(c2)OCCO3)c([N+](=O)[O-])c1
CHEMBL1409525,3.71,Cc1cc(NCc2ccccn2)n2ncc(-c3ccccc3)c2n1
CHEMBL1517238,4.24,COc1cc2c(cc1NC(=O)c1ccncc1)oc1ccccc12
CHEMBL1370252,3.52,CCc1c(C)c(C#N)c2nc3ccccc3n2c1S
CHEMBL1419822,0.38,Cn1c(=O)[nH]c(=O)c2c1nc([N+](=O)[O-])n2Cc1ccccc1
CHEMBL3196123,1.98,C/N=c1\scc(C)n1/N=C/c1ccc(O)cc1
CHEMBL1334824,2.69,N=C(NOC(=O)COc1ccc2ccccc2c1)c1ccncc1
CHEMBL1312158,3.38,O=C(COc1ccc(Br)cc1)Nc1nnc(-c2cccnc2)s1
CHEMBL1516460,3.76,CCOC(=O)c1c(C)sc(-c2c(-c3cc(C)ccc3C)[nH]c3c2c(=O)[nH]c(=O)n3C)c1O
CHEMBL1354162,1.04,COC(=O)CSc1nnc(CNC(=O)c2cc(OC)c(OC)c(OC)c2)n1C
CHEMBL1318213,5.1,COc1ccc(-c2nc(S(=O)(=O)c3ccc(C)cc3)c(NCc3ccccc3)o2)cc1
CHEMBL1601861,4.76,CCc1ccccc1NC(=O)CCCN1C(=O)CCn2nc(-c3cn(C)c4ccccc34)cc21
CHEMBL1558056,2.83,CCc1ccc(CNC(=O)c2cc3ccccn3n2)cc1
CHEMBL3199536,3.57,CC(/C=N/n1c(S)nnc1-c1cccnc1)=C\c1ccccc1
CHEMBL1511184,2.11,COc1ccc(CCN2CC(=O)C(c3nc(O)c4ccccc4n3)=C2N)cc1OC
CHEMBL53898,2.75,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1
CHEMBL3195323,2.64,CN(C)c1ccc(/C=N/NC(=O)c2cccc(N3CCCC3=O)c2)cc1
CHEMBL1367829,3.3,CC(C)(C)c1cc(-c2nc(N)nc(N)n2)cc(C(C)(C)C)c1
CHEMBL1447265,4.08,CCOc1ccccc1N/C(=C(/C(Cl)=C(Cl)Cl)[N+](=O)[O-])n1cncn1
CHEMBL1422087,4.34,Brc1c(-c2ccccc2)nc2n1Cc1ccccc1-2
CHEMBL1405861,6.2,Cc1ccc2oc(-c3cccc(NC(=O)c4ccc(N5CCC(C)CC5)c([N+](=O)[O-])c4)c3)nc2c1
CHEMBL1530292,2.66,CCOC(=O)C1(CCOC)CCN(Cc2ccc(C(=O)OC)cc2)CC1
CHEMBL1355202,5.45,CCCC(=O)N(c1ccc2oc3c(c2c1)CCCC3)S(=O)(=O)c1cc(C)ccc1C
CHEMBL1321474,3.71,Cc1ccc(OC(=O)COc2ccccc2)c(-n2nc3ccccc3n2)c1
CHEMBL1491086,1.54,COC(=O)c1sc(N)c(C(=O)OC)c1COC(=O)CNS(=O)(=O)c1ccc(C)c(C)c1
CHEMBL1310629,3.36,COc1ccc(/C=C2\COc3ccccc3C2=O)cc1OC
CHEMBL1326375,1.67,COCCN1C(=O)Cc2c1nc(N)c1c(N)nc(N3CCN(c4ccc(F)cc4)CC3)c(C#N)c21
CHEMBL1320446,4.29,CN(c1ccccc1)S(=O)(=O)c1cc(C(=O)Nc2nc3ccccc3[nH]2)ccc1Cl
CHEMBL1433231,2.2,Cc1ccnc2nc(C(=O)Nc3nc(-c4ccccn4)cs3)nn12
CHEMBL3195531,3.47,O=c1c2ccccc2nc(COc2ccccc2)n1/N=C/c1cc([N+](=O)[O-])ccc1O
CHEMBL1472943,5.55,COc1cccc(C(=O)c2c(N)c(-c3nc(-c4ccccc4)cs3)c3ccccn23)c1
CHEMBL1596616,3.28,CCOc1nc(NCCc2ccc(OC)c(OC)c2)nc(N2CCN(c3ccc(OC)cc3)CC2)n1
CHEMBL1592428,3.88,COC(=O)c1cc2oc3ccccc3c2n1CC(=O)Nc1ccc(N(C)C)cc1
CHEMBL1367916,4.02,CCOc1cc(-c2nc(C)c(C(C)=O)n2O)ccc1OCC(=O)Nc1cccc(C)c1
CHEMBL3193795,3.11,O=C(O)c1ccc(N/N=C/c2ccc(F)c(F)c2)cc1.O=S(=O)(O)O
CHEMBL1510005,3.79,COc1ccc(CCC(=O)Nc2nc(-c3ccncc3)cs2)cc1
CHEMBL1512042,1.89,CC(=O)c1ccc(N2CCN(c3ncnc4c3cnn4C)CC2)cc1
CHEMBL1309731,4.08,O=C(/C=C/Nc1ccccc1)c1ccc(Oc2ncccn2)cc1
CHEMBL1479591,1.95,CC(=O)Oc1cc(OC(C)=O)c2c(C)cc(=O)oc2c1
CHEMBL1550891,2.61,O=C(NCc1ccco1)Nc1ccc2nsnc2c1
CHEMBL1314088,3.02,Cc1ccc(-c2nnc(SCC(=O)NC(=O)Nc3ccc(C)cc3C)n2N)cc1
CHEMBL1397888,4.4,CC(=O)Oc1ccc2c(c1)CCC1C2CC[C@]2(C)C(OC(C)=O)CCC12
CHEMBL1354638,6.1,Cc1ccc(OCCSc2nc3ccc(NC(=O)COc4ccc(C)cc4)cc3s2)cc1
CHEMBL3198521,2.46,Cc1ccc(/C=c2\sc3n(c2=O)CN(c2ccc(Br)cc2)CN=3)o1
CHEMBL1790008,5.23,Cc1c(Nc2scc(-c3ccccc3)[n+]2-c2ccccc2)c(=O)n(-c2ccccc2)n1C.[Br-]
CHEMBL3191697,3.05,COC(=O)/C(=C\C(=O)c1ccccc1)Nc1ccc(OC)cc1
CHEMBL1563947,2.61,COCCOC(=O)c1c(N)n(Cc2ccco2)c2nc3ccccc3nc12
CHEMBL9514,3.03,COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1
CHEMBL1431771,1.6,Cc1cc(C)c(S(=O)(=O)N2CCN(C(=O)N(C)C)CC2)c(C)c1
CHEMBL1373781,3.14,N#C/C(=C/c1ccc(-c2ccc(S(N)(=O)=O)cc2)o1)C(=O)Nc1ccccc1
CHEMBL1602945,6.4,Cc1cc(C)c2c(NC(=O)c3ccccc3Cl)c(C(=O)NCc3ccc(Cl)cc3)sc2n1
CHEMBL1318558,4.95,Cc1cccc(CCNC(=O)CCc2c(C)nc3c(c(C)nn3-c3ccccc3)c2C)c1
CHEMBL3199441,2.47,O=C(COc1cccc2cccnc12)N/N=C/c1ccccc1O
CHEMBL1487980,4.45,Cc1ccc(S(=O)(=O)c2cc(OC(=O)c3ccco3)ccc2OC(=O)c2ccco2)cc1
CHEMBL1382313,5.32,Cc1ccccc1COC[C@H](CC(C)C)N1CCN(C(=O)c2cccc(C(F)(F)F)c2)CCC1=O
CHEMBL418710,3.7,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1
CHEMBL1449162,2.98,CCN(CC)S(=O)(=O)c1ccc(Cl)c(C(=O)Oc2cccnc2)c1
CHEMBL1565158,3.66,Cc1ccccc1-c1nc(CS(=O)(=O)CC(=O)N(C)C2CCCCC2)c(C)o1
CHEMBL3209841,3.33,CSc1ccc(/C=N/NC(=O)CN2CCN(Cc3ccccc3Cl)CC2)cc1
CHEMBL3190967,2.73,COc1cccc(/C=N/NC(=O)c2ccc([N+](=O)[O-])cc2Cl)c1O
CHEMBL1590069,4.33,CC1=C(c2ccc(Cl)cc2)S(=O)(=O)N=C1N1CCN(c2cccc(C)c2)C(C)C1
CHEMBL1452326,7.63,N#Cc1ccc(C23CC4(C2)[C@H](CN(CC2CCCCC2)[C@@H]4c2ccccc2)C3c2ccccc2)cc1
CHEMBL1488520,5.03,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@H]12
CHEMBL3210668,4.15,Cc1ccc(/N=C2\C(Cl)=C(O)OC2OC(=O)c2ccco2)cc1C
CHEMBL52,3.57,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1
CHEMBL1546184,3.01,COC(=O)COc1ccc2c(=O)c(-c3ccccc3)coc2c1
CHEMBL1582538,3.64,Cl.Oc1ccc(C(c2nnnn2C2CCCC2)N2CCc3ccccc3C2)cc1
CHEMBL1372117,5.09,CCOc1ccc(NC(=O)c2sc3nc4c(cc3c2N)CN(Cc2ccccc2)CC4)cc1
CHEMBL1443855,0.95,O=C(Nc1nnc(S(=O)(=O)N2CCOCC2)s1)c1ccccc1F
CHEMBL1400361,4.43,Cc1cc(/C=C2\C(=N)N3N=C(C(C)C)SC3=NC2=O)c(C)n1Cc1ccccc1
CHEMBL1603889,5.14,COc1ccc(CCNC(=O)c2ccc3c(c2)ncn3-c2ccc(C(C)C)cc2)cc1OC
CHEMBL1421278,3.28,CCOC(=O)C(CCCCCOc1ccc([N+](=O)[O-])cc1)C(=O)OCC
CHEMBL1566833,5.14,Cc1ccc2c(c1)C(c1ccncc1)=NN=C(c1ccc(C(C)C)cc1)N2
CHEMBL1986232,3.99,O=C(N/N=C/c1c(-c2ccccc2)[nH]c2ccccc12)c1cccnc1
CHEMBL1486011,3.13,COc1ccc(-c2nc(NC(=O)c3nc4nccc(C)n4n3)sc2C)cc1
CHEMBL3198303,3.7,Cc1ccc(-c2c(C)s/c(=N\C(=O)c3ccco3)n2C)cc1
CHEMBL1328643,1.77,COc1ccc(N2CCN(c3cc(C)nc4nncn34)CC2)cc1
CHEMBL1983342,6.14,CC/C(=N\CCc1c(C)[nH]c2ccc(C)cc12)C1=C(O)CC(c2ccccc2)CC1=O
CHEMBL1589827,5.99,CCOC(=O)Cc1ccc(NC(=O)N(Cc2ccc(CC)cc2)Cc2c[nH]nc2-c2ccc(OC)cc2)cc1
CHEMBL1517886,0.11,O=C1CCN(S(=O)(=O)c2ccccc2)N1
CHEMBL1565014,3.06,O=C(/C=C/c1ccc(F)cc1)Nc1ccc2[nH]c(O)nc2c1
CHEMBL3191720,4.05,Cc1cc(C)nc(SCC(=O)N/N=C/c2cc(C)n(-c3ccccc3C)c2C)n1
CHEMBL1600294,3.2,COc1cccc(-c2[nH]nc3c2C(c2ccc(C)o2)C(C#N)=C(N)O3)c1
CHEMBL1479150,1.76,O=C1CCc2cc(S(=O)(=O)NC(Cc3ccccc3)C(=O)NCC3CCCO3)ccc2N1
CHEMBL1433853,4.03,O=C(COc1ccccc1)Nc1ccc2nc(SCC(=O)N3CCCC3)sc2c1
CHEMBL1499929,3.87,COc1ccc(N=C(S)N(C)N=C(S)Nc2ccc(OC)cc2)cc1
CHEMBL1483215,3.42,COc1ccc(-c2nnc(SCC(=O)N3CCc4ccccc4C3)o2)cc1
CHEMBL1347808,3.8,CCOC(=O)c1cc2sccc2n1Cc1ccc(C#N)cc1
CHEMBL1476787,3.98,O=C(Nc1cccc(Cl)c1)c1cc(-c2ccc3c(c2)OCO3)on1
CHEMBL3209441,1.11,CC(C)NC(=O)CC(=O)N/N=C/c1cccs1
CHEMBL1450784,3.4,CC(NC(=O)Nc1ccccc1O)(C(F)(F)F)C(F)(F)F
CHEMBL1511394,3.45,O=C(CCCc1c[nH]c2ccccc12)NCC1COc2ccccc2O1
CHEMBL1473374,5.89,Fc1ccccc1-c1nc(-c2ccccc2)oc1NC1CCCCC1
CHEMBL1565396,4.6,CC(NC(=O)CCCCCN1C(=O)c2ccccc2C1=O)c1ccc2c(c1)CCCC2
CHEMBL1587783,4.68,CCN1CCc2nc(NC(=O)CC(c3ccccc3)c3ccccc3)sc2C1
CHEMBL3195037,3.42,NC(=S)N/N=C/c1ccc(-c2cc(Cl)cc(Cl)c2)o1
CHEMBL1408182,2.31,Cc1ccccc1Oc1nc2c(C)cccn2c(=O)c1/C=C(\C#N)C(=O)NC1CCS(=O)(=O)C1
CHEMBL1352375,4.64,Cc1ccc(OCC(=O)N2CCN(c3nnc(-c4ccc(C)cc4)c4ccccc34)CC2)cc1
CHEMBL1518413,2.67,O=C1/C(=C/C=C/c2ccccc2)Oc2c1ccc(O)c2CN1CCN(CCO)CC1
CHEMBL1557026,4.16,Cc1ccc(C(c2sc3nc(C)nn3c2O)N2CCN(c3ccccc3F)CC2)cc1
CHEMBL1356335,3.25,CCOc1ccc2nc(N3CCN(C(=O)c4ccco4)CC3)sc2c1
CHEMBL1328592,2.07,CCOc1ccc2nc(NS(C)(=O)=O)sc2c1
CHEMBL1436173,6.47,CCCN(C(=O)c1cc2c(Cl)nc3ccccc3c2s1)c1cccc(C)c1
CHEMBL1478514,3.29,CCCn1c(O)nnc1SCC(=O)c1cc(C)c(C)cc1C
CHEMBL1309312,4.3,Cc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2N2CCc3ccccc3C2)cc1
CHEMBL1368995,4.14,CCOc1ccccc1OCc1nn2c(-c3ccc(C)cc3)nnc2s1
CHEMBL1341255,6.62,CC1(C)C(=O)CC[C@]2(C)C3C(=O)C=C4[C@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@]4(C)[C@]3(C)CC[C@@H]12
CHEMBL1606799,1.35,N#CC(C#N)=Cc1ccc(OCC(=O)N2CCOCC2)cc1
CHEMBL1550335,2.83,CCCOc1cc(C)c(S(=O)(=O)n2ccc(C)n2)cc1C
CHEMBL2001396,3.11,O=C(O)c1cc(C(=O)O)cc(-c2ccc(/C=c3/sc4nc5ccccc5n4c3=O)o2)c1
CHEMBL1367907,5.9,CCCCC1=CC2=C(c3ccco3)C(=O)C(C)(OC(=O)c3ccc(OC)cc3)C(=O)C2=CN1CCCOC(C)C
CHEMBL453974,2.69,C[C@@H]1C[C@@H]2O[C@H]2/C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1
CHEMBL1200868,2.19,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1
CHEMBL1546656,3.6,O=C(CCCN1C(=O)/C(=C/c2ccco2)SC1=S)Nc1ccccc1C(=O)O
CHEMBL3193899,3.83,CC(=O)Nc1ccc(S(=O)(=O)Oc2ccc(/C=N/NC(=O)c3ccc(Cl)cc3)cc2)cc1
CHEMBL1391460,2.59,CCOC(=O)C(Sc1nnc2c3ccccc3n(CC)c2n1)C(=O)OCC
CHEMBL1334294,4.21,CCCN(Cc1cccs1)C(=O)Nc1cc(OC)ccc1OC
CHEMBL1310527,5.19,c1ccc(CC2CCN(C3=Nc4cccc5cccc3c45)CC2)cc1
CHEMBL1502667,5.24,COc1ccccc1NC(=O)C1=C(C)NC(SCC(=O)c2ccccc2)=C(C#N)C1c1ccco1
CHEMBL1429763,3.82,C=C1c2cc3c(cc2N=C(S)N1Cc1ccccc1)OCO3
CHEMBL1460145,4.4,CCCCNc1oc(-c2ccc(OC)cc2)nc1S(=O)(=O)c1ccccc1
CHEMBL3189821,5.44,COc1ccc(OC)c(/C=N/c2oc(-c3ccco3)c(-c3ccco3)c2C#N)c1
CHEMBL1423410,2.85,Cc1nn(Cc2ccccc2)c2c1C(c1ccncc1)C(C#N)=C(N)O2
CHEMBL1334698,2.19,NC1=Nc2cccc3cccc1c23
CHEMBL1977096,4.16,COc1ccc(/C=N/Nc2nc(-c3cccnc3)nc3ccccc23)c(OC)c1
CHEMBL1464123,2.63,COC(=O)c1ccc(Cn2cnc3c(cnn3-c3ccc(C)c(C)c3)c2=O)o1
CHEMBL1466232,2.26,NNc1nc2cccnc2n(CCNc2ncc(C(F)(F)F)cc2Cl)c1=O
CHEMBL1502038,4.4,Cc1cc(N2CCN(c3cccc(C)c3C)CC2)nc(-c2ccccc2)n1
CHEMBL1591656,3.95,Cc1cccc(C(=O)Nc2cccc(C(=O)OCc3cc(=O)n4nc(C5CC5)sc4n3)c2)c1
CHEMBL1445710,3.79,COc1cccc(N2CCN(c3[nH]cnc4c5ccccc5nc3-4)CC2C)c1
CHEMBL472929,3.55,COc1ccc(-c2noc(-c3ccccc3F)n2)cc1
CHEMBL1373217,3.56,COc1ccc(OC)c(-c2cc(C(=O)N3CCc4ccccc4C3)no2)c1
