Molecule ChEMBL ID,AlogP,Smiles
CHEMBL1378655,1.59,COCCNC(=O)c1c(N)sc2c1CCCC2
CHEMBL1389299,2.1,O=C1N=C(NS(=O)(=O)Cc2ccccc2)S/C1=C1\C(=O)Nc2ccccc21
CHEMBL1309430,3.66,O=C(O)CCCNc1cc(N2CCC3(CC2)OCCO3)c2noc3c2c1C(=O)c1ccccc1-3
CHEMBL1485473,2.06,CCCN1C(=O)/C(=C/c2ccc(C)o2)NC1=S
CHEMBL3192587,2.47,O=C(O)c1ccc(N/N=C/c2cc3c(cc2[N+](=O)[O-])OCO3)cc1
CHEMBL1419292,3.39,COc1ccc(NC2=NN=C(c3ccc4c(c3)OCCO4)CS2)cc1
CHEMBL1172995,2.3,CCOC(=O)c1c(N)ssc1=S
CHEMBL1569416,3.73,Nc1ccccc1C(=O)NNc1c2ccccc2nc2ccccc12
CHEMBL1340308,4.33,O=[N+]([O-])c1ccc(-c2cc(O)n3nc(-c4ccc(Cl)cc4)cc3n2)cc1
CHEMBL1529016,1.64,COC(=O)CCC(=O)OC1(C)C(=O)C2=CN(C(CO)CO)C(c3ccc(OC)cc3)=CC2=C(Br)C1=O
CHEMBL3190479,2.91,Cc1cccc(N/N=C(/C=O)C(=O)c2cccs2)c1
CHEMBL1478734,3.14,CCOC(=O)c1cnc2c(N=Nc3cccc(Cl)c3)c(N)nn2c1N
CHEMBL1565600,4.36,Nc1c(C(=O)c2ccccc2)sc2nsc(SCCN3CCCC3)c12
CHEMBL3192225,4.33,C/C(CCC1CC(C)OC1=O)=N/Nc1nc(-c2ccccc2)cs1
CHEMBL1457139,4.3,Oc1ccccc1C(Nc1nccs1)c1ccc2cccnc2c1O
CHEMBL3193150,3.31,COc1ccc(/C=C2\CCC/C(=C\C=N\N(C)C)C2=O)cc1
CHEMBL1998184,3.53,N#C/C(=N\Nc1cccc([N+](=O)[O-])c1)C(=O)c1ccc(Br)cc1
CHEMBL1304974,4.69,O=C(O)CSc1cc(C(=O)c2ccccc2O)cn2c(=O)c3c(-c4ccccc4)csc3nc12
CHEMBL1335787,2.41,CC(C)N1CC=C2C(C#N)=C(N)C(C#N)(C#N)[C@H](c3ccoc3)[C@H]2C1
CHEMBL1375782,1.13,Nc1sc2c(c1C(=O)NC1CCS(=O)(=O)C1)CCCC2
CHEMBL1573846,4.96,Cc1cc(C)c2c(N)c([S+]([O-])c3ccc(C(C)(C)C)cc3)sc2n1
CHEMBL1308104,0.97,O=C1CSC(=S)N1N1C(=O)c2cccc([N+](=O)[O-])c2C1=O
CHEMBL1505840,3.89,CC(=O)c1ccc(N=Nc2ccc(N)cc2)cc1
CHEMBL1427436,3.09,O=C1NC(=O)N(Cc2ccc(F)cc2)C(=O)/C1=C\c1ccc(N2CCCC2)cc1
CHEMBL1306460,4.06,CC1=C([N+](=O)[O-])C(c2ccccc2)C2=C(O)c3ccccc3C2=N1
CHEMBL1970784,5.42,COc1ccc(N/C=C2\C(=O)CCc3c2oc2cc(Cl)c(O)c(Cl)c32)cc1
CHEMBL1364176,1.79,COc1ccc(-c2cc(O)[nH]n2)cc1
CHEMBL1561040,1.79,COC(=O)C1=NOC2(C=C(Br)C(OC)=C(Br)C2=O)C1
CHEMBL1477068,4.01,COc1ccc(CCn2c(O)cc3nn(-c4nc5ccccc5s4)c(=O)c-3c2C)cc1
CHEMBL1306092,4.34,O=C(/C=C/c1ccc(-c2ccccc2[N+](=O)[O-])o1)c1ccco1
CHEMBL1592177,,
CHEMBL3191022,2.25,CCn1c(C)nc2cc(C(=O)N/N=C/c3ccc(O)c(O)c3O)ccc21
CHEMBL1610341,2.75,O=C(OC1CCc2ccccc2C1=O)c1ccccc1O
CHEMBL1201022,2.66,Cl.Nc1ccc(/N=N/c2ccccc2)c(N)n1
CHEMBL1325961,5.98,O=C1OC(c2cc(I)c(O)c(I)c2)(c2cc(I)c(O)c(I)c2)c2ccccc21
CHEMBL2000264,2.61,O=C(N/N=C/C(Cl)=C/c1ccc([N+](=O)[O-])cc1)C(=O)Nc1ccccc1C(=O)O
CHEMBL1534801,3.19,COc1ccc(OC)c(Nc2nc(NCCC(C)C)nc(N)c2[N+](=O)[O-])c1
CHEMBL1455635,3.8,CN1CCC/C1=C1/C(=O)N(c2ccccc2)N=C1NC(=O)Nc1cccc(Cl)c1
CHEMBL1563123,,
CHEMBL3198491,1.41,COc1cc(/C=N/Nc2ccc(S(N)(=O)=O)cc2[N+](=O)[O-])cc(OC)c1O
CHEMBL1610659,3.59,Oc1ccc(N=Nc2n[nH]c(-c3ccccc3)n2)cc1
CHEMBL1315589,2.86,Cc1ccc2c(c1)C(=O)[C@@]1(O)CCN(c3ccccc3)C1=N2
CHEMBL1581410,3.57,CN1/C(=C\P(=O)(N(C)C)N(C)C)C(C)(C)c2ccccc21
CHEMBL1565736,3.41,Cc1nc(NC(=O)c2ccccc2)sc1-c1csc(N)n1
CHEMBL1478258,2.21,COC(=O)c1ccc(CC(=O)c2c(C)cc(O)cc2O)o1
CHEMBL1968327,3.65,CCN(CC)c1ccc(/C=N/NC(=O)c2ccc(Br)o2)cc1
CHEMBL1377441,5.04,O=C(O)c1ccc(-c2ccc(/C=C3\NC(=O)N(Cc4ccc(Cl)cc4)C3=O)o2)cc1Cl
CHEMBL1504067,4.59,Cc1[nH]c2ccccc2c1N=Nc1cccc(C(=O)O)c1
CHEMBL126077,4.42,O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12
CHEMBL311663,2.23,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
CHEMBL3189217,2.86,CC1=C/C(=N\OS(=O)(=O)c2ccccc2)C(C(C)C)=CC1=O
CHEMBL3189508,2.75,COc1cc(/C=N/NC(=O)c2sc(N)c(C#N)c2C)cc(Br)c1O
CHEMBL1429485,3.93,CN(C)c1ccc(NC(=S)NC(=O)/C=C/c2ccc(Cl)cc2)cc1
CHEMBL1423690,3.54,Cc1ccc(-n2sc3ccccc3c2=O)cc1S(=O)(=O)N1CCCCC1
CHEMBL1470330,3.84,CN(C)c1ccc(NC(=O)CSc2nc(N)c(C(=O)Nc3ccc(N(C)C)cc3)s2)cc1
CHEMBL1499368,1.82,Fc1ccc(Nc2nnns2)cc1
CHEMBL1332241,2.89,CN1C(=O)/C(=C/c2cccn2-c2ccc3ccccc3c2)C(=O)NC1=S
CHEMBL1322375,3.94,COc1cc(/C=C2/CC/C(=C/c3ccc(O)c(OC)c3)C2=O)ccc1O
CHEMBL1489800,5.47,Cc1ccc(C(=O)CSC2=C(C#N)C(c3ccco3)C3=C(O)CCCC3=N2)cc1
CHEMBL1555483,4.49,O=C(Nc1ccc(-c2nc3ccccc3o2)cc1)c1ccc(N2CCOCC2)c([N+](=O)[O-])c1
CHEMBL3208691,3.19,O=C(N/N=C/c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O)/C(=C\c1cccs1)NC(=O)c1ccccc1
CHEMBL1566130,3.01,N#C/C(=C(/O)c1ccc([N+](=O)[O-])o1)c1nc2ccccc2[nH]1
CHEMBL1536290,3.3,CNc1ccc(/C=C/C(=O)c2ccc3c(c2)OCCO3)cc1[N+](=O)[O-]
CHEMBL1398693,2.71,Cc1cccc[n+]1C1C(c2ccccc2)C(C#N)=C([C-](C#N)C#N)NC1(O)C1CC1
CHEMBL1566927,5.73,CCOc1ccc(C2=Cc3cc(OC)c(OC)cc3C(=C(Cl)Cl)O2)cc1
CHEMBL1331862,3.05,CCc1ccc(OCC(=O)NC2CC(C)(C)NC(C)(C)C2)cc1
CHEMBL1480847,4.34,Cc1ccccc1NC(=O)c1cccc2nc3ccccc3nc12
CHEMBL1490730,3.24,COc1ccc(N/C=C/C(=O)c2ccc3c(c2)OCO3)cc1OC
CHEMBL1594826,5.72,CCCn1c(O)c(N=Nc2ccc3ccccc3n2)c2ccccc21
CHEMBL1327715,3.13,Nc1ccc(-c2nc3cc(N)ccc3s2)cc1
CHEMBL1584977,4.85,COc1ccc(N/C(=C(/C(Cl)=C(Cl)Cl)[N+](=O)[O-])n2nnc3ccccc32)cc1OC
CHEMBL1546136,4.74,Cc1cccc(NC(=O)CSc2nnc(-c3ccco3)c(-c3ccco3)n2)c1C
CHEMBL1326225,2.6,Cc1cccc(C2NC(=O)c3c(sc4c3CCN(C)C4)N2)c1O
CHEMBL1516137,2.88,COc1ccc(C2N=C(O)c3c(sc4c3CCN(C)C4)N2)cc1O
CHEMBL1446633,3.79,COc1ccc(C2=CSC3=C(C(=O)c4cccc(S(=O)(=O)N(C)C)c4)CCN23)cc1
CHEMBL1438725,4.78,COc1ccc(NC(=O)c2c(NC(=O)C(F)(F)F)sc3c2CCCCC3)cc1
CHEMBL1527092,3.82,O=C(c1ccco1)[C@@H]1[C@@H]2C(=O)N(c3ccc(F)cc3)C(=O)[C@@H]2C2c3ccccc3C=CN21
CHEMBL1302827,3.41,N=C1/C(=C\c2ccc(SCc3ccco3)o2)C(=O)N=C2SC=NN12
CHEMBL1434323,6.01,N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1SCC(O)CS(=O)(=O)Cc1ccc(Cl)cc1
CHEMBL1519022,4.27,COc1cc(/C=C2/C(=O)N(c3ccccc3)N=C2C)ccc1OS(=O)(=O)c1ccccc1
CHEMBL1440661,4.91,CC1=CN2C(=N)/C(=C/c3ccc(Sc4ccc(C)cc4)o3)C(=O)N=C2S1
CHEMBL1364221,3.23,O=C(O)c1ccc(Nc2cc(Cl)c3nonc3c2[N+](=O)[O-])cc1
CHEMBL3199203,1.58,CC1CCN(c2ccc(/C=N\Nc3nncn3N)cc2[N+](=O)[O-])CC1
CHEMBL1374986,2.15,O=C(/C=C/C(=O)Oc1ccccc1C(=O)O)Oc1ccccc1C(=O)O
CHEMBL3198836,3.84,Cc1ccccc1/C=C1\SC(=S)N(/N=C/c2cc([N+](=O)[O-])ccc2O)C1=O
CHEMBL1303916,5.88,CCOc1ccccc1Nc1nc(-c2sc(NC(=O)c3ccc([N+](=O)[O-])cc3)nc2C)cs1
CHEMBL276711,3.12,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1
CHEMBL1322563,4.31,COc1cccc(CNc2ccc(N3CCCCC3)cc2)c1OC
CHEMBL1509622,3.34,Cc1cccc(NC(=O)c2ccc(-n3cccn3)c([N+](=O)[O-])c2)c1
CHEMBL1509585,4.65,N#CC1=C2SCN(Cc3ccco3)CN2C(=O)CC1c1cccc2ccccc12
CHEMBL1351838,4.23,COc1ccc(-c2cc(-c3c(O)c(OC)c4occc4c3OC)[nH]n2)cc1OC
CHEMBL93353,3.34,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3
CHEMBL3198581,2.58,O=C(N/N=C\c1ccc([N+](=O)[O-])s1)c1cncc(Br)c1
CHEMBL19130,2.56,CN1CCc2cc(O)cc3c2[C@H]1Cc1ccc(O)c(O)c1-3
CHEMBL1359410,3.11,CCOc1ccc(NC(=O)Cn2sc3nc(C)cc(C)c3c2=O)cc1
CHEMBL1319441,3.26,CCOc1cc(/C=C2\C(=O)N(Cc3ccco3)C(C)=C2C(=O)OC)ccc1O
CHEMBL1516948,3.73,Cc1cccc(NC2=NC(=O)/C(=C3/C(=O)N(C)c4ccccc43)S2)c1C
CHEMBL1354506,5.14,COc1ccc(NC(=O)c2c(NCc3ccc(OC)c(OC)c3OC)sc3c2CCC3)c(OC)c1
CHEMBL1730100,1.08,O=C1C=CC2=C3c4cc(O)c(O)cc4CC3(O)COC2=C1O
CHEMBL1513712,6.13,COc1ccc(Nc2cc(C)c3cc(NC(=O)Cc4ccc(Cl)cc4)ccc3n2)cc1
CHEMBL1430321,2.39,Nc1cc(N)cc(-c2nc3ccccc3[nH]2)c1
CHEMBL600734,4.25,CC(=O)N(Cc1ccc(F)cc1)C1=C(NCc2ccccc2)C(=O)c2ccccc2C1=O
CHEMBL1372207,3.15,Cc1ccc(C2C3CSCC=C3C(C#N)=C(N)C2(C#N)C#N)cc1
CHEMBL178,1.03,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
CHEMBL3195054,3.87,CC(=O)Nc1sc(N/N=C\c2ccco2)nc1-c1cccs1
CHEMBL1471295,3.91,Br.COc1ccc(Nc2nc(-c3c(C)nc4ncccn34)cs2)cc1
CHEMBL1510704,3.7,Br.c1ccc(-c2csc(NNC3=NCCCCC3)n2)cc1
CHEMBL1392911,3.73,COc1ccc(NC(S)=Nc2ccc3nsnc3c2)cc1
CHEMBL1570427,4.07,COc1ccc(/C=C2\SC(c3ccc(C)cc3)=NC2=O)cc1OC
CHEMBL1549801,2.06,COCC(C)N1C(=O)Cc2c1nc(N)c1c(N)nc(N3CCN(c4ccccc4F)CC3)c(C#N)c21
CHEMBL1312984,6.14,CCCCN1C2=C(C(=O)CC(C)(C)C2)C(c2ccccc2)C2=C1c1ccccc1C2=O
CHEMBL1311755,4.85,CCCc1ccc(Oc2c(C)n[nH]c2-c2ccc(O)c(C)c2O)cc1
CHEMBL3199354,3.48,O=C(O)C1(c2ccccc2)CC/C(=N/Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])C1
CHEMBL1546347,4.39,CC(=O)Oc1c(C)cc(Cl)cc1C(=O)Nc1ccc([N+](=O)[O-])cc1Cl
CHEMBL3189408,3.33,Oc1ccc(/N=C/c2cc(Br)c(N3CCOCC3)o2)cc1
CHEMBL1390278,0.96,CN1C(=O)C(Cc2ccsc2)C(=O)N(C)C1=O
CHEMBL1373732,4.11,CC(=O)c1ccc2c(c1)C1C=CCC1C(c1ccncc1)N2
CHEMBL1366112,5.05,CCc1ccc(-c2cc(C(=O)NCc3ccco3)c3ccccc3n2)s1
CHEMBL3191362,4.15,Cc1ccccc1-n1c(C)cc(/C=N/Nc2ccc([N+](=O)[O-])cn2)c1C
CHEMBL1427160,3.84,O=[N+]([O-])c1ccc(Oc2cccc3cccnc23)c([N+](=O)[O-])c1
CHEMBL3145244,3.04,Cc1ccc(-n2[nH]c(C)c(/C=N/Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])c2=O)cc1
CHEMBL1612291,3.03,CC1=C(C(=O)c2ccccc2)C(c2ccc(N3CCOCC3)cc2)NC(=O)N1
CHEMBL1424588,3.37,N#C/C(=C\c1ccc(N2CCOCC2)c([N+](=O)[O-])c1)c1nc2ccccc2[nH]1
CHEMBL1989179,2.02,N#C/C(=N\Nc1ccc(S(=O)(=O)N2CCc3ccccc32)cc1)C(N)=S
CHEMBL1467422,4.82,Oc1ccc(NC(=S)N=Nc2c(O)[nH]c3ccc(Br)cc23)cc1
CHEMBL1519289,3.15,CCC(=O)N1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2Cl)CC1
CHEMBL1440687,1.72,Nc1n[nH]c(N)c1N=Nc1ccc2c(c1)OCO2
CHEMBL3193122,4.08,CC(=O)Oc1oc(-c2ccccc2)nc1/C=N/c1ccc(N(C)C)cc1
CHEMBL415879,2.78,c1cnc2c(c1)ccc1cccnc12
CHEMBL1453257,3.9,COc1ccc(Sc2ccc(/C=C3\C(=O)NN(c4ccccc4)C3=O)o2)cc1
CHEMBL1384217,4.47,Cc1ccccc1C(=O)Nc1ccc2c(C#N)c3nc4ccccc4nc3n2c1
CHEMBL77456,2.13,COc1ccc(C=C(C#N)C#N)cc1
CHEMBL1441415,4.5,CN(C)c1ccc(-c2nc(Nc3ccncc3)c3ccccc3n2)cc1
CHEMBL1604191,2.21,Cc1nc(/C=C2\C(=O)Nc3ccccc32)c[nH]1
CHEMBL1480683,2.1,CCCC(=O)Nc1nnc(S(=O)(=O)N(C)c2ccccc2)s1
CHEMBL3197936,5.43,C/C(=N\Nc1ccc(C(=O)O)cc1)c1ccc2c(c1)Nc1ccccc1S2.O=S(=O)(O)O
CHEMBL3197024,3.47,O=C(N/N=C/c1ccc(O)c2ncccc12)c1cccc(Br)c1
CHEMBL193,2.18,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
CHEMBL1447158,4.85,COc1cc2cc3c(N)c(C(=O)Nc4sc(C)c(C)c4C#N)sc3nc2cc1OC
CHEMBL1480510,5.2,CCOC(=O)C1=C(Nc2ccc(OC)cc2)S/C(=C\c2ccc(-c3ccccc3C(=O)O)o2)C1=O
CHEMBL1441274,4.01,CCc1nnc(NC(=O)c2sc3nc4cc(C)ccc4cc3c2N)s1
CHEMBL1502381,0.98,COc1ccc(O)c(N)c1.Cl
CHEMBL1341674,1.72,N#Cc1ncc(-c2ccc3c(c2)OCCOCCOCCOCCOCCO3)nc1C#N
CHEMBL1301620,1.78,CCOC(=O)Cc1csc(NC(=O)CSc2nc(C)cc(O)n2)n1.Cl
CHEMBL3196098,1.76,CC(=O)C1C(=O)c2c(cccc2[N+](=O)[O-])/C1=N\c1ccc(S(N)(=O)=O)cc1
CHEMBL1606940,3.31,C/C(NNc1cccc2ccccc12)=C1/C(=O)NC(=O)N(Cc2ccccc2)C1=O
CHEMBL3194218,3.68,Clc1cccc(N/N=C/c2ccc(N3CCOCC3)s2)c1
CHEMBL1554426,4.56,CCCS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2c(C(=O)Nc3ccccc3)oc3ccccc23)n1
CHEMBL1452710,3.11,COc1c(O)c(O)cc2c1oc1c3ccccc3oc(=O)c21
CHEMBL1425966,2.16,Cc1ccc[n+](-c2nc([O-])sc2C=NNc2ccc([N+](=O)[O-])cc2)c1
CHEMBL1392651,3.66,COC1(NS(=O)(=O)c2ccc(C)cc2)C(Cl)=C(Cl)C(=O)c2ccccc21
CHEMBL1384994,3.67,CC(=C1C(=O)c2ccccc2C1=O)N1CCN(C/C=C/c2ccccc2)CC1
CHEMBL8867,0.62,NC(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1
CHEMBL1390930,2.4,CC(=O)c1cc(NC(=O)c2ccccc2)c(=O)oc1C
CHEMBL69863,2.68,Oc1cc(O)cc(/C=C/c2ccc(O)c(O)c2)c1
CHEMBL1740,0.35,CNCC(O)c1ccc(O)c(O)c1
CHEMBL1470193,2.27,COc1ccccc1N1CCN(CC(O)COc2c(OC)cccc2OC)CC1.Cl
CHEMBL1415513,3.74,Cc1n[nH]c(O)c1C(c1ccc(-c2ccc(F)cc2)o1)c1c(C)n[nH]c1O
CHEMBL3190482,2.56,Nc1nonc1C(=O)NCC/N=C/c1cc(Cc2ccccc2)cc(Br)c1O
CHEMBL1538396,3.39,O=C1/C(=C\c2ccco2)SC(=S)N1c1ccc(O)cc1
CHEMBL3209901,4.96,CCOc1ccc(N/C=C/C(=O)c2ccc3ccccc3c2)c([N+](=O)[O-])c1
CHEMBL1567963,3.82,N=C1/C(=C\c2ccc(SCc3ccccc3)o2)C(=O)N=C2SC=NN12
CHEMBL1459786,4.54,Cc1cccc(NC2=NC(=O)/C(=C/C=C/c3ccco3)S2)c1C
CHEMBL586000,5.61,O=C1c2ccccc2C2=Nc3ccccc3SC(c3cccc(F)c3)C12
CHEMBL1455505,3.65,Oc1ccc(-c2csc(Nc3cccnc3)n2)cc1
CHEMBL608699,2.15,Cc1ccnc(-n2sc3ccccc3c2=O)n1
CHEMBL1344097,3.39,O=C1CC(N2CC=C(c3ccc(F)cc3)CC2)C(=O)N1c1ccc(F)cc1
CHEMBL1303992,4.15,N#CC1=C2SCN(Cc3ccco3)CN2C(=O)CC1c1ccc(Cl)cc1
CHEMBL234338,1.99,O=c1cc(-c2ccc(O)cc2)oc2c(O)c(O)c(O)c(O)c12
CHEMBL1386368,1.6,N#Cc1cccc(-n2nnnc2-c2ccccn2)c1
CHEMBL1455485,4.69,Oc1ccc(N=Nc2ccc3c(c2)OCO3)c2ccccc12
CHEMBL1386918,3.95,O=C(Nc1cccc(Cl)c1)Nc1csc([N+](=O)[O-])c1
CHEMBL1435315,4.03,CCOc1cc(Br)cc(C2N=C(O)c3c(sc4c3CCN(C)C4)N2)c1O
CHEMBL1561155,2.91,COc1ccc(/C=C2\SC(=S)NC2=O)cc1OS(=O)(=O)c1ccc(NC(C)=O)cc1
CHEMBL1561111,2.03,CCOc1cc(/C=C(\C#N)c2[nH]nc(N)c2C#N)ccc1O
CHEMBL3989558,1.94,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O
CHEMBL295234,2.53,CC1=NCCc2c1[nH]c1ccccc21
CHEMBL1442537,5.04,Cc1nnc(NC(=O)c2sc3nc(-c4cccs4)cc(C(F)(F)F)c3c2N)s1
CHEMBL1550612,2.69,CSC1=NSC2=NC(=O)/C(=C\c3cccs3)C(=N)N12
CHEMBL1368747,2.79,CCC(=O)N1CCN(c2ccc(NC(=S)NC(=O)c3ccc(OC)c([N+](=O)[O-])c3)cc2)CC1
CHEMBL580421,2.05,CC1(C)C(=O)N=C2C1=C(O)C(=O)c1ccccc12
CHEMBL3189467,4.22,Oc1c(Cl)cc(Cl)cc1/C=N/c1ccc2c(c1)OCCO2
CHEMBL1395100,5.24,Oc1ccccc1-c1nc(-c2cccs2)c(-c2cccs2)[nH]1
CHEMBL1579122,3.13,CC(=O)Nc1ccc(S(=O)(=O)[N-]C2=C([n+]3ccn(-c4ccccn4)c3)C(=O)c3ccccc3C2=O)cc1
CHEMBL2002332,3.94,Sc1nnc(-c2ccco2)n1/N=C/C(Cl)=C/c1ccccc1
CHEMBL1494319,3.72,COc1ccc(NCC(=O)Nc2ccc(Cl)cc2C)c(OC)c1
CHEMBL1970527,4.08,Cc1ccc(C(=O)O/N=C\c2ccc(N3CCCCC3)c([N+](=O)[O-])c2)cc1
CHEMBL1970554,2.65,CN1CCc2c(sc(/N=C/c3cccs3)c2C(N)=O)C1
CHEMBL1346529,-0.24,O=C1NC(=S)NC(=O)C1=NNc1ccc2c(c1)OCCO2
CHEMBL1404349,5.67,Br.Cc1cc(NS(=O)(=O)c2ccc(Nc3nc(-c4sc(NC(=O)c5ccccc5)nc4C)cs3)cc2)no1
CHEMBL3194979,2.73,C=CCN1C(=O)/C(=C2/C(=O)N(CC(=O)O)c3ccccc32)S/C1=N/c1nccs1
CHEMBL1599674,3.78,O=C1/C(=C/c2cccnc2)CCc2c1[nH]c1ccccc21
CHEMBL1977974,3.77,COc1ccc(/N=C/c2c(O)c3ccccc3n2C(C)=O)cc1
CHEMBL1490479,3.26,COc1ccc(NC(=NNc2ccc([N+](=O)[O-])cc2)P(=O)(N2CCOCC2)N2CCOCC2)cc1
CHEMBL1515152,5.62,COc1ccc(Nc2cc(C)c3cc(NC(=O)COc4cccc(C)c4)ccc3n2)cc1
CHEMBL1362364,1.54,O=C1CSC(NC2CCCCC2)=N1
CHEMBL1591685,4.3,COc1ccc(C(=O)NCC(c2ccc(N(C)C)cc2)N2CCc3ccccc32)cc1
CHEMBL1410895,2.61,Cc1cc2nc(CS)[nH]c2cc1C
CHEMBL2006418,1.18,O=[N+]([O-])c1ccc(N/N=C/c2ccc(O)c(O)c2O)c(S(=O)(=O)N2CCOCC2)c1
CHEMBL1333043,2.71,Oc1ccc(CNc2ccccc2O)cc1
CHEMBL1969647,4.12,O=[N+]([O-])c1cc(Br)c(O)c(/C=N/Nc2nc3ccccc3s2)c1
CHEMBL1999947,4.13,COCC/N=c1\scc(-c2ccccc2)n1/N=C/c1c[nH]c2ccccc12
CHEMBL1509826,2.34,COc1ccc(OC)c(N2C(=O)NC(=O)/C(=C/c3ccc([N+](=O)[O-])s3)C2=O)c1
CHEMBL1343700,3.81,Cn1c(N=NC(=O)c2ccccc2)c(O)c2ccccc21
CHEMBL3144922,3.09,O=c1c2c(O)cc(-c3ccccc3)nc2[nH]n1-c1ccccc1
CHEMBL1977808,2.97,COc1ccc(OC)c(/C=N/NC(=O)c2cc3c(OC)cc(OC)cc3[nH]2)c1
CHEMBL1985826,4.37,COc1ccc2c(c1)-c1nc(/N=C/c3ccc(O)cc3)sc1CC2
CHEMBL3212616,4.05,Cc1ccc(N/N=C2\CC(=O)c3ccccc32)cc1Cl
CHEMBL1968732,3.16,Cc1ccc(S(=O)(=O)/N=C2/C=C(Sc3nc[nH]n3)C(=O)c3ccccc32)cc1
CHEMBL1309107,3.73,CC(=O)n1c2ccccc2c2nc(NC(C)C)sc21
CHEMBL1560327,5.77,CCCCCOc1ccc(/C=C/C(=O)Nc2sc(C)c(C)c2C(=O)OCC)cc1OC
CHEMBL1308654,1.83,CCOC(=O)C1CCN(/C=C2/C(=O)NC(=O)N(c3ccc(OCC)cc3)C2=O)CC1
CHEMBL458094,4.51,COc1ccc(C(=O)/C=C/c2ccc(O)cc2)c(O)c1CC=C(C)C
CHEMBL3196505,4.3,COc1ccc(/N=C/c2c(O)ccc3ccccc23)cc1
CHEMBL1485593,3.58,CC1=NN(c2nc(-c3ccc(Cl)cc3)cs2)C(=O)C1
CHEMBL1430811,1.59,O=C(/C=C/c1ccco1)NCC1CCCO1
CHEMBL1430703,4.92,Cc1ccc(S(=O)(=O)Nc2ccc(N=Nc3ccc(O)cc3)cc2)cc1
CHEMBL1391390,3.3,Cc1ccc(-n2nc(C)c3c2OC(N)=C(C#N)C3c2ccco2)cc1
CHEMBL1337599,3.56,O=C(c1ccccc1)N1CCN(c2ccc([N+](=O)[O-])c(NCc3cccnc3)c2)CC1
CHEMBL1899958,4.33,COc1ccccc1NS(=O)(=O)c1cc([N+](=O)[O-])ccc1N/N=C/c1c[nH]c2ccccc12
CHEMBL1370244,3.53,CCSc1nnc(NC(=O)CSc2nc3c(cc2C#N)CCCC3)s1
CHEMBL3197459,5.01,O=[N+]([O-])c1ccc(/C=N/Nc2nc(-c3ccccc3)c3cc(Br)ccc3n2)o1
CHEMBL3197915,3.99,COc1ccc(NC(=O)O/N=C2/CCCc3ccc(OC)cc32)cc1
CHEMBL1342451,2.88,CC(=O)c1ccc(NC(=O)C2CC(=O)N(Cc3ccccc3)C2)cc1
CHEMBL1408535,4.58,Oc1ccc(NCc2cccc(OCc3ccccc3)c2)cc1
CHEMBL1373282,3.03,CN(C)c1ccc(CC2C(=O)Nc3ccccc32)cc1
CHEMBL366861,2.23,Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(COC(=O)/C=C/C(=O)O)c(O)c(C(=O)O)c(C)c1O2
CHEMBL166486,1.44,N#CC(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1
CHEMBL1486528,1.42,O=C(CCl)NNc1cccc(Cl)n1
CHEMBL3198275,3.78,O=C(N/N=C/c1ccc(-c2ccccc2[N+](=O)[O-])o1)c1cncc(Br)c1
CHEMBL1319476,5.47,CCOc1ccccc1N1CSC2=C(C#N)C(c3c(OC)ccc4ccccc34)CC(=O)N2C1
CHEMBL1976917,3.51,N#C/C(=N\Nc1ccccc1Cl)C(=O)c1ccccc1
CHEMBL1458427,2.12,COC(=O)c1c(C)[nH]c(-c2csc(N)n2)c1C
CHEMBL1885024,3.54,Cc1cc(-c2nnc(S)n2/N=C/C(Br)=C/c2ccccc2)[nH]n1
CHEMBL254576,6.23,Oc1c(Br)cc(Br)cc1Oc1ccc(Br)cc1Br
CHEMBL3211092,4.11,CCOc1ccc(N/C=C/C(=O)c2ccc(C)cc2)c([N+](=O)[O-])c1
CHEMBL1423524,2.51,N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1ccc([N+](=O)[O-])o1
CHEMBL3194609,2.96,N#Cc1cccc(/N=c2\ssnc2Cl)c1
